"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__Attorney__c","LLC_BI__ExpansionLh__c","LLC_BI__ExpansionRe__c","LLC_BI__RefinanceLh__c","LLC_BI__RefinanceRe__c","LLC_BI__Start_upLh__c","LLC_BI__Start_upRe__c","LLC_BI__acquisitionLh__c","LLC_BI__acquisitionRe__c","LLC_BI__clientView__c","LLC_BI__comments__c","LLC_BI__docClass__c","LLC_BI__docManager__c","LLC_BI__docTab__c","LLC_BI__docType__c","LLC_BI__dueDaysPrior__c","LLC_BI__firstReview__c","LLC_BI__lookupKey__c","LLC_BI__naOk__c","LLC_BI__onesToWatch__c","LLC_BI__owner__c","LLC_BI__sortOrder__c","LLC_BI__Portal_Doc_Description__c","LLC_BI__Portal_Doc_Name__c","LLC_BI__Portal_Enabled__c","NDOC__description__c","NDOC__neededByStage__c","NDOC__priority__c","LLC_BI__Approval_Roles__c","LLC_BI__Viewer_Roles__c","LLC_BI__Criteria__c","NDOC__Placeholder_Approval_Roles__c","NDOC__Placeholder_Viewer_Roles__c","LLC_BI__Auto_Esign__c","LLC_BI__Placeholder_Viewer_Groups__c","LLC_BI__Placeholder_Viewer_Profiles__c","LLC_BI__Requirement__c","LLC_BI__Document_Id_Mapping__c","LLC_BI__E_Vault__c","AutorabitExtId__c"
"a093g000000aLpdAAE","0053g000000FhreAAC","","Proof of Insurance","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBFEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZaEAO","","false","42340178915913729","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Vehicle""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification / Application""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpeAAE","0053g000000FhreAAC","","HUD-1","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBGEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZiEAO","","false","42649557091498569","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - HELOC""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpfAAE","0053g000000FhreAAC","","Closing Disclosure","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBHEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZiEAO","","false","42844885230400066","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - HELOC""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpgAAE","0053g000000FhreAAC","","Loan Estimate","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBIEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZiEAO","","false","42867589263066831","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - HELOC""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLphAAE","0053g000000FhreAAC","","Consumer Loan Agreement","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBJEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42903942649928537","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Unsecured LOC""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpiAAE","0053g000000FhreAAC","","Authorization for Automatic Draft","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBKEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42407436949579887","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Unsecured LOC""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpjAAE","0053g000000FhreAAC","","Term Sheet","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBLEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42346846839670594","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Unsecured LOC""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpkAAE","0053g000000FhreAAC","","Consumer Loan Agreement","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBMEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42169459641819375","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Vehicle""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLplAAE","0053g000000FhreAAC","","Term Sheet","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBNEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42139110536087881","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Vehicle""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpmAAE","0053g000000FhreAAC","","Power of Attorney","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBOEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42756491567070627","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Vehicle""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpnAAE","0053g000000FhreAAC","","Authorization for Automatic Draft","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBPEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42610569820533763","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Vehicle""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpoAAE","0053g000000FhreAAC","","Consumer Loan Agreement","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBQEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42198098352215061","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Unsecured Term""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLppAAE","0053g000000FhreAAC","","Term Sheet","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBREA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42056784640641206","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Unsecured Term""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpqAAE","0053g000000FhreAAC","","Authorization for Automatic Draft","2020-10-12T19:27:33.000Z","0053g000000FhreAAC","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNBTEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ3EAO","","false","42862369783817799","false","false","","","","","false","","","","","","{{IF=""1 AND 2""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Type__c"" IS=""Consumer - Unsecured Term""}}{{COND=""2"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLptAAE","0053g000000ln7zAAA","","Deal Credit Memo","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNA1EAO","a0I3g000000ThxgEAC","","a0K3g000001QHZ0EAO","","false","4ernoxlivu3bu0jjb9","false","false","","","","","false","","","","","","","","","false","","","","","false",""
"a093g000000aLpuAAE","0053g000000ln7zAAA","","Deal Annual Review","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNA2EAO","a0I3g000000ThxgEAC","","a0K3g000001QHZ0EAO","","false","7xoe3nar2v3pmaiy3j","false","false","","","","","false","","","","","","","","","false","","","","","false",""
"a093g000000aLpvAAE","0053g000000ln7zAAA","","Privacy Policy","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PN9yEAG","a0I3g000000ThxhEAC","","a0K3g000001QHZ1EAO","","false","u97blg9pxfna0y2c91","false","false","","","","","false","","","","","","","","","false","","","","","false",""
"a093g000000aLpwAAE","0053g000000ln7zAAA","","Certification of Financials","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNACEA4","a0I3g000000ThxeEAC","","a0K3g000001QHZ4EAO","","false","tz5p5wbyiwtgb1cx60","false","false","","","","","false","","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Financial Institution""""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Institutional Investor""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLpwAAE"
"a093g000000aLpxAAE","0053g000000ln7zAAA","","Syndication Agreement","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNADEA4","a0I3g000000ThxeEAC","","a0K3g000001QHZ4EAO","","false","41sxilx6rifcdjhm0l","false","false","","","","","false","","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Financial Institution""""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Institutional Investor""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLpxAAE"
"a093g000000aLpyAAE","0053g000000ln7zAAA","","Updated Insurance","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAEEA4","a0I3g000000ThxiEAC","","a0K3g000001QHZgEAO","","false","gj4w0e06u5b0ruoz8l","false","false","","","Please provide proof of insurance with nSight Financial listed as loss payee.","Proof of Insurance","true","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Collateral__c.LLC_BI__Collateral_Type__r.LLC_BI__Subtype__c"" IS=""Residential 1-4 Family""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLpzAAE","0053g000000ln7zAAA","","Collateral Valuation Request","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAFEA4","a0I3g000000ThxiEAC","","a0K3g000001QHZgEAO","","false","bdi4jjjj3ikq51wp8v","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Collateral__c.LLC_BI__Collateral_Type__r.LLC_BI__Subtype__c"" IS=""Residential 1-4 Family""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLq0AAE","0053g000000ln7zAAA","","Collateral Valuation Review","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAGEA4","a0I3g000000ThxiEAC","","a0K3g000001QHZgEAO","","false","tetiag82ors0vwodon","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Collateral__c.LLC_BI__Collateral_Type__r.LLC_BI__Subtype__c"" IS=""Residential 1-4 Family""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLq1AAE","0053g000000ln7zAAA","","Deed Modification","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAHEA4","a0I3g000000ThxiEAC","","a0K3g000001QHZgEAO","","false","5m3sl26c1wnirq25oa","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Collateral__c.LLC_BI__Collateral_Type__r.LLC_BI__Subtype__c"" IS=""Residential 1-4 Family""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLq2AAE","0053g000000ln7zAAA","","Deed to Secure Debt","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAIEA4","a0I3g000000ThxiEAC","","a0K3g000001QHZgEAO","","false","0be0hfle8j6htuhvk2","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Collateral__c.LLC_BI__Collateral_Type__r.LLC_BI__Subtype__c"" IS=""Residential 1-4 Family""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLq3AAE","0053g000000ln7zAAA","","Photos","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAJEA4","a0I3g000000ThxiEAC","","a0K3g000001QHZgEAO","","false","sed61ifzg17lpwltxn","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Collateral__c.LLC_BI__Collateral_Type__r.LLC_BI__Subtype__c"" IS=""Residential 1-4 Family""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLq4AAE","0053g000000ln7zAAA","","Plat/Survey","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAKEA4","a0I3g000000ThxiEAC","","a0K3g000001QHZgEAO","","false","ku7w2qdmv9ijrk2598","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Collateral__c.LLC_BI__Collateral_Type__r.LLC_BI__Subtype__c"" IS=""Residential 1-4 Family""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLq5AAE","0053g000000ln7zAAA","","Property Tax Information","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNALEA4","a0I3g000000ThxiEAC","","a0K3g000001QHZgEAO","","false","9ro1qmuws80h9so3n2","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Collateral__c.LLC_BI__Collateral_Type__r.LLC_BI__Subtype__c"" IS=""Residential 1-4 Family""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLq6AAE","0053g000000ln7zAAA","","Title Work - Final","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAMEA4","a0I3g000000ThxiEAC","","a0K3g000001QHZgEAO","","false","079ezlq4wd43yn6pg8","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Collateral__c.LLC_BI__Collateral_Type__r.LLC_BI__Subtype__c"" IS=""Residential 1-4 Family""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLq7AAE","0053g000000ln7zAAA","","Current Identification","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T22:12:04.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAPEA4","a0I3g000000ThxeEAC","","a0K3g000001QHZMEA4","","false","1tp3fu2pfjtiofabkt","false","false","","","This is a description I can use to help my customer understand precisely what type of document we are seeking to obtain.","Your Current (not expired) Identification","false","","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Individual""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Sole Proprietorship""}}__GUID__{{ENDIF}}","","","false","","","a4R3g000000fzC2EAI","","false","a093g000000aLq7AAE"
